SalesKey,InvoiceNo,InvoiceDate,Quantity,UnitPrice,CustomerKey,ProductKey
15316,INV50374,2025-04-15 03:57:33,5,68.87,658,38
15317,INV50374,2025-04-15 03:57:33,5,68.87,717,4
15318,INV50374,2025-04-15 03:57:33,5,68.87,717,18
15319,INV50374,2025-04-15 03:57:33,5,68.87,717,24
15320,INV50374,2025-04-15 03:57:33,5,68.87,717,38
15321,INV52914,2025-06-18 02:14:18,42,9.96,5,9
15322,INV52914,2025-06-18 02:14:18,42,9.96,5,14
15323,INV52914,2025-06-18 02:14:18,42,9.96,5,29
15324,INV52914,2025-06-18 02:14:18,42,9.96,5,34
15325,INV52914,2025-06-18 02:14:18,42,9.96,105,9
15326,INV52914,2025-06-18 02:14:18,42,9.96,105,14
15327,INV52914,2025-06-18 02:14:18,42,9.96,105,29
15328,INV52914,2025-06-18 02:14:18,42,9.96,105,34
15329,INV52914,2025-06-18 02:14:18,42,9.96,160,9
15330,INV52914,2025-06-18 02:14:18,42,9.96,160,14
15331,INV52914,2025-06-18 02:14:18,42,9.96,160,29
15332,INV52914,2025-06-18 02:14:18,42,9.96,160,34
15333,INV52914,2025-06-18 02:14:18,42,9.96,260,9
15334,INV52914,2025-06-18 02:14:18,42,9.96,260,14
15335,INV52914,2025-06-18 02:14:18,42,9.96,260,29
15336,INV52914,2025-06-18 02:14:18,42,9.96,260,34
15337,INV52914,2025-06-18 02:14:18,42,9.96,340,9
15338,INV52914,2025-06-18 02:14:18,42,9.96,340,14
15339,INV52914,2025-06-18 02:14:18,42,9.96,340,29
15340,INV52914,2025-06-18 02:14:18,42,9.96,340,34
15341,INV52914,2025-06-18 02:14:18,42,9.96,368,9
15342,INV52914,2025-06-18 02:14:18,42,9.96,368,14
15343,INV52914,2025-06-18 02:14:18,42,9.96,368,29
15344,INV52914,2025-06-18 02:14:18,42,9.96,368,34
15345,INV52914,2025-06-18 02:14:18,42,9.96,383,9
15346,INV52914,2025-06-18 02:14:18,42,9.96,383,14
15347,INV52914,2025-06-18 02:14:18,42,9.96,383,29
15348,INV52914,2025-06-18 02:14:18,42,9.96,383,34
15349,INV52914,2025-06-18 02:14:18,42,9.96,483,9
15350,INV52914,2025-06-18 02:14:18,42,9.96,483,14
15351,INV52914,2025-06-18 02:14:18,42,9.96,483,29
15352,INV52914,2025-06-18 02:14:18,42,9.96,483,34
15353,INV52914,2025-06-18 02:14:18,42,9.96,538,9
15354,INV52914,2025-06-18 02:14:18,42,9.96,538,14
15355,INV52914,2025-06-18 02:14:18,42,9.96,538,29
15356,INV52914,2025-06-18 02:14:18,42,9.96,538,34
15357,INV52914,2025-06-18 02:14:18,42,9.96,638,9
15358,INV52914,2025-06-18 02:14:18,42,9.96,638,14
15359,INV52914,2025-06-18 02:14:18,42,9.96,638,29
15360,INV52914,2025-06-18 02:14:18,42,9.96,638,34
15361,INV52914,2025-06-18 02:14:18,42,9.96,718,9
15362,INV52914,2025-06-18 02:14:18,42,9.96,718,14
15363,INV52914,2025-06-18 02:14:18,42,9.96,718,29
15364,INV52914,2025-06-18 02:14:18,42,9.96,718,34
15365,INV52914,2025-06-18 02:14:18,42,9.96,746,9
15366,INV52914,2025-06-18 02:14:18,42,9.96,746,14
15367,INV52914,2025-06-18 02:14:18,42,9.96,746,29
15368,INV52914,2025-06-18 02:14:18,42,9.96,746,34
15369,INV29231,2024-11-17 19:20:32,10,29.86,279,5
15370,INV29231,2024-11-17 19:20:32,10,29.86,279,25
15371,INV29231,2024-11-17 19:20:32,10,29.86,282,5
15372,INV29231,2024-11-17 19:20:32,10,29.86,282,25
15373,INV29231,2024-11-17 19:20:32,10,29.86,341,5
15374,INV29231,2024-11-17 19:20:32,10,29.86,341,25
15375,INV29231,2024-11-17 19:20:32,10,29.86,657,5
15376,INV29231,2024-11-17 19:20:32,10,29.86,657,25
15377,INV29231,2024-11-17 19:20:32,10,29.86,660,5
15378,INV29231,2024-11-17 19:20:32,10,29.86,660,25
15379,INV29231,2024-11-17 19:20:32,10,29.86,719,5
15380,INV29231,2024-11-17 19:20:32,10,29.86,719,25
15381,INV26718,2024-08-24 19:59:03,4,96.82,52,2
15382,INV26718,2024-08-24 19:59:03,4,96.82,52,20
15383,INV26718,2024-08-24 19:59:03,4,96.82,52,22
15384,INV26718,2024-08-24 19:59:03,4,96.82,52,40
15385,INV26718,2024-08-24 19:59:03,4,96.82,191,2
15386,INV26718,2024-08-24 19:59:03,4,96.82,191,20
15387,INV26718,2024-08-24 19:59:03,4,96.82,191,22
15388,INV26718,2024-08-24 19:59:03,4,96.82,191,40
15389,INV26718,2024-08-24 19:59:03,4,96.82,294,2
15390,INV26718,2024-08-24 19:59:03,4,96.82,294,20
15391,INV26718,2024-08-24 19:59:03,4,96.82,294,22
15392,INV26718,2024-08-24 19:59:03,4,96.82,294,40
15393,INV26718,2024-08-24 19:59:03,4,96.82,328,2
15394,INV26718,2024-08-24 19:59:03,4,96.82,328,20
15395,INV26718,2024-08-24 19:59:03,4,96.82,328,22
15396,INV26718,2024-08-24 19:59:03,4,96.82,328,40
15397,INV26718,2024-08-24 19:59:03,4,96.82,356,2
15398,INV26718,2024-08-24 19:59:03,4,96.82,356,20
15399,INV26718,2024-08-24 19:59:03,4,96.82,356,22
15400,INV26718,2024-08-24 19:59:03,4,96.82,356,40
15401,INV26718,2024-08-24 19:59:03,4,96.82,369,2
15402,INV26718,2024-08-24 19:59:03,4,96.82,369,20
15403,INV26718,2024-08-24 19:59:03,4,96.82,369,22
15404,INV26718,2024-08-24 19:59:03,4,96.82,369,40
15405,INV26718,2024-08-24 19:59:03,4,96.82,430,2
15406,INV26718,2024-08-24 19:59:03,4,96.82,430,20
15407,INV26718,2024-08-24 19:59:03,4,96.82,430,22
15408,INV26718,2024-08-24 19:59:03,4,96.82,430,40
15409,INV26718,2024-08-24 19:59:03,4,96.82,569,2
15410,INV26718,2024-08-24 19:59:03,4,96.82,569,20
15411,INV26718,2024-08-24 19:59:03,4,96.82,569,22
15412,INV26718,2024-08-24 19:59:03,4,96.82,569,40
15413,INV26718,2024-08-24 19:59:03,4,96.82,672,2
15414,INV26718,2024-08-24 19:59:03,4,96.82,672,20
15415,INV26718,2024-08-24 19:59:03,4,96.82,672,22
15416,INV26718,2024-08-24 19:59:03,4,96.82,672,40
15417,INV26718,2024-08-24 19:59:03,4,96.82,706,2
15418,INV26718,2024-08-24 19:59:03,4,96.82,706,20
15419,INV26718,2024-08-24 19:59:03,4,96.82,706,22
15420,INV26718,2024-08-24 19:59:03,4,96.82,706,40
15421,INV26718,2024-08-24 19:59:03,4,96.82,734,2
15422,INV26718,2024-08-24 19:59:03,4,96.82,734,20
15423,INV26718,2024-08-24 19:59:03,4,96.82,734,22
15424,INV26718,2024-08-24 19:59:03,4,96.82,734,40
15425,INV26718,2024-08-24 19:59:03,4,96.82,747,2
15426,INV26718,2024-08-24 19:59:03,4,96.82,747,20
15427,INV26718,2024-08-24 19:59:03,4,96.82,747,22
15428,INV26718,2024-08-24 19:59:03,4,96.82,747,40
15429,INV60173,2024-10-30 19:50:49,25,21.91,22,4
15430,INV60173,2024-10-30 19:50:49,25,21.91,22,18
15431,INV60173,2024-10-30 19:50:49,25,21.91,22,24
15432,INV60173,2024-10-30 19:50:49,25,21.91,22,38
15433,INV60173,2024-10-30 19:50:49,25,21.91,101,4
15434,INV60173,2024-10-30 19:50:49,25,21.91,101,18
15435,INV60173,2024-10-30 19:50:49,25,21.91,101,24
15436,INV60173,2024-10-30 19:50:49,25,21.91,101,38
15437,INV60173,2024-10-30 19:50:49,25,21.91,128,4
15438,INV60173,2024-10-30 19:50:49,25,21.91,128,18
15439,INV60173,2024-10-30 19:50:49,25,21.91,128,24
15440,INV60173,2024-10-30 19:50:49,25,21.91,128,38
15441,INV60173,2024-10-30 19:50:49,25,21.91,150,4
15442,INV60173,2024-10-30 19:50:49,25,21.91,150,18
15443,INV60173,2024-10-30 19:50:49,25,21.91,150,24
15444,INV60173,2024-10-30 19:50:49,25,21.91,150,38
15445,INV60173,2024-10-30 19:50:49,25,21.91,173,4
15446,INV60173,2024-10-30 19:50:49,25,21.91,173,18
15447,INV60173,2024-10-30 19:50:49,25,21.91,173,24
15448,INV60173,2024-10-30 19:50:49,25,21.91,173,38
15449,INV60173,2024-10-30 19:50:49,25,21.91,195,4
15450,INV60173,2024-10-30 19:50:49,25,21.91,195,18
15451,INV60173,2024-10-30 19:50:49,25,21.91,195,24
15452,INV60173,2024-10-30 19:50:49,25,21.91,195,38
15453,INV60173,2024-10-30 19:50:49,25,21.91,400,4
15454,INV60173,2024-10-30 19:50:49,25,21.91,400,18
15455,INV60173,2024-10-30 19:50:49,25,21.91,400,24
15456,INV60173,2024-10-30 19:50:49,25,21.91,400,38
15457,INV60173,2024-10-30 19:50:49,25,21.91,479,4
15458,INV60173,2024-10-30 19:50:49,25,21.91,479,18
15459,INV60173,2024-10-30 19:50:49,25,21.91,479,24
15460,INV60173,2024-10-30 19:50:49,25,21.91,479,38
15461,INV60173,2024-10-30 19:50:49,25,21.91,506,4
15462,INV60173,2024-10-30 19:50:49,25,21.91,506,18
15463,INV60173,2024-10-30 19:50:49,25,21.91,506,24
15464,INV60173,2024-10-30 19:50:49,25,21.91,506,38
15465,INV60173,2024-10-30 19:50:49,25,21.91,528,4
15466,INV60173,2024-10-30 19:50:49,25,21.91,528,18
15467,INV60173,2024-10-30 19:50:49,25,21.91,528,24
15468,INV60173,2024-10-30 19:50:49,25,21.91,528,38
15469,INV60173,2024-10-30 19:50:49,25,21.91,551,4
15470,INV60173,2024-10-30 19:50:49,25,21.91,551,18
15471,INV60173,2024-10-30 19:50:49,25,21.91,551,24
15472,INV60173,2024-10-30 19:50:49,25,21.91,551,38
15473,INV60173,2024-10-30 19:50:49,25,21.91,573,4
15474,INV60173,2024-10-30 19:50:49,25,21.91,573,18
15475,INV60173,2024-10-30 19:50:49,25,21.91,573,24
15476,INV60173,2024-10-30 19:50:49,25,21.91,573,38
15477,INV28228,2024-09-08 13:07:03,36,84.16,96,1
15478,INV28228,2024-09-08 13:07:03,36,84.16,96,15
15479,INV28228,2024-09-08 13:07:03,36,84.16,96,21
15480,INV28228,2024-09-08 13:07:03,36,84.16,96,35
15481,INV28228,2024-09-08 13:07:03,36,84.16,104,1
15482,INV28228,2024-09-08 13:07:03,36,84.16,104,15
15483,INV28228,2024-09-08 13:07:03,36,84.16,104,21
15484,INV28228,2024-09-08 13:07:03,36,84.16,104,35
15485,INV28228,2024-09-08 13:07:03,36,84.16,165,1
15486,INV28228,2024-09-08 13:07:03,36,84.16,165,15
15487,INV28228,2024-09-08 13:07:03,36,84.16,165,21
15488,INV28228,2024-09-08 13:07:03,36,84.16,165,35
15489,INV28228,2024-09-08 13:07:03,36,84.16,210,1
15490,INV28228,2024-09-08 13:07:03,36,84.16,210,15
15491,INV28228,2024-09-08 13:07:03,36,84.16,210,21
15492,INV28228,2024-09-08 13:07:03,36,84.16,210,35
15493,INV28228,2024-09-08 13:07:03,36,84.16,228,1
15494,INV28228,2024-09-08 13:07:03,36,84.16,228,15
15495,INV28228,2024-09-08 13:07:03,36,84.16,228,21
15496,INV28228,2024-09-08 13:07:03,36,84.16,228,35
15497,INV28228,2024-09-08 13:07:03,36,84.16,342,1
15498,INV28228,2024-09-08 13:07:03,36,84.16,342,15
15499,INV28228,2024-09-08 13:07:03,36,84.16,342,21
15500,INV28228,2024-09-08 13:07:03,36,84.16,342,35
15501,INV28228,2024-09-08 13:07:03,36,84.16,474,1
15502,INV28228,2024-09-08 13:07:03,36,84.16,474,15
15503,INV28228,2024-09-08 13:07:03,36,84.16,474,21
15504,INV28228,2024-09-08 13:07:03,36,84.16,474,35
15505,INV28228,2024-09-08 13:07:03,36,84.16,482,1
15506,INV28228,2024-09-08 13:07:03,36,84.16,482,15
15507,INV28228,2024-09-08 13:07:03,36,84.16,482,21
15508,INV28228,2024-09-08 13:07:03,36,84.16,482,35
15509,INV28228,2024-09-08 13:07:03,36,84.16,543,1
15510,INV28228,2024-09-08 13:07:03,36,84.16,543,15
15511,INV28228,2024-09-08 13:07:03,36,84.16,543,21
15512,INV28228,2024-09-08 13:07:03,36,84.16,543,35
15513,INV28228,2024-09-08 13:07:03,36,84.16,588,1
15514,INV28228,2024-09-08 13:07:03,36,84.16,588,15
15515,INV28228,2024-09-08 13:07:03,36,84.16,588,21
15516,INV28228,2024-09-08 13:07:03,36,84.16,588,35
15517,INV28228,2024-09-08 13:07:03,36,84.16,606,1
15518,INV28228,2024-09-08 13:07:03,36,84.16,606,15
15519,INV28228,2024-09-08 13:07:03,36,84.16,606,21
15520,INV28228,2024-09-08 13:07:03,36,84.16,606,35
15521,INV28228,2024-09-08 13:07:03,36,84.16,720,1
15522,INV28228,2024-09-08 13:07:03,36,84.16,720,15
15523,INV28228,2024-09-08 13:07:03,36,84.16,720,21
15524,INV28228,2024-09-08 13:07:03,36,84.16,720,35
15525,INV14385,2024-12-18 13:25:10,37,12.2,56,7
15526,INV14385,2024-12-18 13:25:10,37,12.2,56,13
15527,INV14385,2024-12-18 13:25:10,37,12.2,56,27
15528,INV14385,2024-12-18 13:25:10,37,12.2,56,33
15529,INV14385,2024-12-18 13:25:10,37,12.2,232,7
15530,INV14385,2024-12-18 13:25:10,37,12.2,232,13
15531,INV14385,2024-12-18 13:25:10,37,12.2,232,27
15532,INV14385,2024-12-18 13:25:10,37,12.2,232,33
15533,INV14385,2024-12-18 13:25:10,37,12.2,268,7
15534,INV14385,2024-12-18 13:25:10,37,12.2,268,13
15535,INV14385,2024-12-18 13:25:10,37,12.2,268,27
15536,INV14385,2024-12-18 13:25:10,37,12.2,268,33
15537,INV14385,2024-12-18 13:25:10,37,12.2,343,7
15538,INV14385,2024-12-18 13:25:10,37,12.2,343,13
15539,INV14385,2024-12-18 13:25:10,37,12.2,343,27
15540,INV14385,2024-12-18 13:25:10,37,12.2,343,33
15541,INV14385,2024-12-18 13:25:10,37,12.2,434,7
15542,INV14385,2024-12-18 13:25:10,37,12.2,434,13
15543,INV14385,2024-12-18 13:25:10,37,12.2,434,27
15544,INV14385,2024-12-18 13:25:10,37,12.2,434,33
15545,INV14385,2024-12-18 13:25:10,37,12.2,610,7
15546,INV14385,2024-12-18 13:25:10,37,12.2,610,13
15547,INV14385,2024-12-18 13:25:10,37,12.2,610,27
15548,INV14385,2024-12-18 13:25:10,37,12.2,610,33
15549,INV14385,2024-12-18 13:25:10,37,12.2,646,7
15550,INV14385,2024-12-18 13:25:10,37,12.2,646,13
15551,INV14385,2024-12-18 13:25:10,37,12.2,646,27
15552,INV14385,2024-12-18 13:25:10,37,12.2,646,33
15553,INV14385,2024-12-18 13:25:10,37,12.2,721,7
15554,INV14385,2024-12-18 13:25:10,37,12.2,721,13
15555,INV14385,2024-12-18 13:25:10,37,12.2,721,27
15556,INV14385,2024-12-18 13:25:10,37,12.2,721,33
15557,INV28623,2025-02-01 10:10:24,47,47.03,64,11
15558,INV28623,2025-02-01 10:10:24,47,47.03,64,19
15559,INV28623,2025-02-01 10:10:24,47,47.03,64,31
15560,INV28623,2025-02-01 10:10:24,47,47.03,64,39
15561,INV28623,2025-02-01 10:10:24,47,47.03,81,11
15562,INV28623,2025-02-01 10:10:24,47,47.03,81,19
15563,INV28623,2025-02-01 10:10:24,47,47.03,81,31
15564,INV28623,2025-02-01 10:10:24,47,47.03,81,39
15565,INV28623,2025-02-01 10:10:24,47,47.03,174,11
15566,INV28623,2025-02-01 10:10:24,47,47.03,174,19
15567,INV28623,2025-02-01 10:10:24,47,47.03,174,31
15568,INV28623,2025-02-01 10:10:24,47,47.03,174,39
15569,INV28623,2025-02-01 10:10:24,47,47.03,186,11
15570,INV28623,2025-02-01 10:10:24,47,47.03,186,19
15571,INV28623,2025-02-01 10:10:24,47,47.03,186,31
15572,INV28623,2025-02-01 10:10:24,47,47.03,186,39
15573,INV28623,2025-02-01 10:10:24,47,47.03,346,11
15574,INV28623,2025-02-01 10:10:24,47,47.03,346,19
15575,INV28623,2025-02-01 10:10:24,47,47.03,346,31
15576,INV28623,2025-02-01 10:10:24,47,47.03,346,39
15577,INV28623,2025-02-01 10:10:24,47,47.03,442,11
15578,INV28623,2025-02-01 10:10:24,47,47.03,442,19
15579,INV28623,2025-02-01 10:10:24,47,47.03,442,31
15580,INV28623,2025-02-01 10:10:24,47,47.03,442,39
15581,INV28623,2025-02-01 10:10:24,47,47.03,459,11
15582,INV28623,2025-02-01 10:10:24,47,47.03,459,19
15583,INV28623,2025-02-01 10:10:24,47,47.03,459,31
15584,INV28623,2025-02-01 10:10:24,47,47.03,459,39
15585,INV28623,2025-02-01 10:10:24,47,47.03,552,11
15586,INV28623,2025-02-01 10:10:24,47,47.03,552,19
15587,INV28623,2025-02-01 10:10:24,47,47.03,552,31
15588,INV28623,2025-02-01 10:10:24,47,47.03,552,39
15589,INV28623,2025-02-01 10:10:24,47,47.03,564,11
15590,INV28623,2025-02-01 10:10:24,47,47.03,564,19
15591,INV28623,2025-02-01 10:10:24,47,47.03,564,31
15592,INV28623,2025-02-01 10:10:24,47,47.03,564,39
15593,INV28623,2025-02-01 10:10:24,47,47.03,724,11
15594,INV28623,2025-02-01 10:10:24,47,47.03,724,19
15595,INV28623,2025-02-01 10:10:24,47,47.03,724,31
15596,INV28623,2025-02-01 10:10:24,47,47.03,724,39
15597,INV42142,2025-06-21 02:50:34,41,68.72,135,9
15598,INV42142,2025-06-21 02:50:34,41,68.72,135,14
15599,INV42142,2025-06-21 02:50:34,41,68.72,135,29
15600,INV42142,2025-06-21 02:50:34,41,68.72,135,34
15601,INV42142,2025-06-21 02:50:34,41,68.72,257,9
15602,INV42142,2025-06-21 02:50:34,41,68.72,257,14
15603,INV42142,2025-06-21 02:50:34,41,68.72,257,29
15604,INV42142,2025-06-21 02:50:34,41,68.72,257,34
15605,INV42142,2025-06-21 02:50:34,41,68.72,513,9
15606,INV42142,2025-06-21 02:50:34,41,68.72,513,14
15607,INV42142,2025-06-21 02:50:34,41,68.72,513,29
15608,INV42142,2025-06-21 02:50:34,41,68.72,513,34
15609,INV42142,2025-06-21 02:50:34,41,68.72,635,9
15610,INV42142,2025-06-21 02:50:34,41,68.72,635,14
15611,INV42142,2025-06-21 02:50:34,41,68.72,635,29
15612,INV42142,2025-06-21 02:50:34,41,68.72,635,34
15613,INV90352,2025-02-09 00:23:33,22,47.42,100,7
15614,INV90352,2025-02-09 00:23:33,22,47.42,100,13
15615,INV90352,2025-02-09 00:23:33,22,47.42,100,27
15616,INV90352,2025-02-09 00:23:33,22,47.42,100,33
15617,INV90352,2025-02-09 00:23:33,22,47.42,134,7
15618,INV90352,2025-02-09 00:23:33,22,47.42,134,13
15619,INV90352,2025-02-09 00:23:33,22,47.42,134,27
15620,INV90352,2025-02-09 00:23:33,22,47.42,134,33
15621,INV90352,2025-02-09 00:23:33,22,47.42,364,7
15622,INV90352,2025-02-09 00:23:33,22,47.42,364,13
15623,INV90352,2025-02-09 00:23:33,22,47.42,364,27
15624,INV90352,2025-02-09 00:23:33,22,47.42,364,33
15625,INV90352,2025-02-09 00:23:33,22,47.42,478,7
15626,INV90352,2025-02-09 00:23:33,22,47.42,478,13
15627,INV90352,2025-02-09 00:23:33,22,47.42,478,27
15628,INV90352,2025-02-09 00:23:33,22,47.42,478,33
15629,INV90352,2025-02-09 00:23:33,22,47.42,512,7
15630,INV90352,2025-02-09 00:23:33,22,47.42,512,13
15631,INV90352,2025-02-09 00:23:33,22,47.42,512,27
15632,INV90352,2025-02-09 00:23:33,22,47.42,512,33
15633,INV90352,2025-02-09 00:23:33,22,47.42,742,7
15634,INV90352,2025-02-09 00:23:33,22,47.42,742,13
15635,INV90352,2025-02-09 00:23:33,22,47.42,742,27
15636,INV90352,2025-02-09 00:23:33,22,47.42,742,33
15637,INV85230,2024-10-16 12:50:57,22,96.1,129,11
15638,INV85230,2024-10-16 12:50:57,22,96.1,129,19
15639,INV85230,2024-10-16 12:50:57,22,96.1,129,31
15640,INV85230,2024-10-16 12:50:57,22,96.1,129,39
15641,INV85230,2024-10-16 12:50:57,22,96.1,145,11
15642,INV85230,2024-10-16 12:50:57,22,96.1,145,19
15643,INV85230,2024-10-16 12:50:57,22,96.1,145,31
15644,INV85230,2024-10-16 12:50:57,22,96.1,145,39
15645,INV85230,2024-10-16 12:50:57,22,96.1,163,11
15646,INV85230,2024-10-16 12:50:57,22,96.1,163,19
15647,INV85230,2024-10-16 12:50:57,22,96.1,163,31
15648,INV85230,2024-10-16 12:50:57,22,96.1,163,39
15649,INV85230,2024-10-16 12:50:57,22,96.1,310,11
15650,INV85230,2024-10-16 12:50:57,22,96.1,310,19
15651,INV85230,2024-10-16 12:50:57,22,96.1,310,31
15652,INV85230,2024-10-16 12:50:57,22,96.1,310,39
15653,INV85230,2024-10-16 12:50:57,22,96.1,344,11
15654,INV85230,2024-10-16 12:50:57,22,96.1,344,19
15655,INV85230,2024-10-16 12:50:57,22,96.1,344,31
15656,INV85230,2024-10-16 12:50:57,22,96.1,344,39
15657,INV85230,2024-10-16 12:50:57,22,96.1,507,11
15658,INV85230,2024-10-16 12:50:57,22,96.1,507,19
15659,INV85230,2024-10-16 12:50:57,22,96.1,507,31
15660,INV85230,2024-10-16 12:50:57,22,96.1,507,39
15661,INV85230,2024-10-16 12:50:57,22,96.1,523,11
15662,INV85230,2024-10-16 12:50:57,22,96.1,523,19
15663,INV85230,2024-10-16 12:50:57,22,96.1,523,31
15664,INV85230,2024-10-16 12:50:57,22,96.1,523,39
15665,INV85230,2024-10-16 12:50:57,22,96.1,541,11
15666,INV85230,2024-10-16 12:50:57,22,96.1,541,19
15667,INV85230,2024-10-16 12:50:57,22,96.1,541,31
15668,INV85230,2024-10-16 12:50:57,22,96.1,541,39
15669,INV85230,2024-10-16 12:50:57,22,96.1,688,11
15670,INV85230,2024-10-16 12:50:57,22,96.1,688,19
15671,INV85230,2024-10-16 12:50:57,22,96.1,688,31
15672,INV85230,2024-10-16 12:50:57,22,96.1,688,39
15673,INV85230,2024-10-16 12:50:57,22,96.1,722,11
15674,INV85230,2024-10-16 12:50:57,22,96.1,722,19
15675,INV85230,2024-10-16 12:50:57,22,96.1,722,31
15676,INV85230,2024-10-16 12:50:57,22,96.1,722,39
15677,INV31955,2025-04-14 11:04:15,45,72.97,111,7
15678,INV31955,2025-04-14 11:04:15,45,72.97,111,13
15679,INV31955,2025-04-14 11:04:15,45,72.97,111,27
15680,INV31955,2025-04-14 11:04:15,45,72.97,111,33
15681,INV31955,2025-04-14 11:04:15,45,72.97,187,7
15682,INV31955,2025-04-14 11:04:15,45,72.97,187,13
15683,INV31955,2025-04-14 11:04:15,45,72.97,187,27
15684,INV31955,2025-04-14 11:04:15,45,72.97,187,33
15685,INV31955,2025-04-14 11:04:15,45,72.97,315,7
15686,INV31955,2025-04-14 11:04:15,45,72.97,315,13
15687,INV31955,2025-04-14 11:04:15,45,72.97,315,27
15688,INV31955,2025-04-14 11:04:15,45,72.97,315,33
15689,INV31955,2025-04-14 11:04:15,45,72.97,345,7
15690,INV31955,2025-04-14 11:04:15,45,72.97,345,13
15691,INV31955,2025-04-14 11:04:15,45,72.97,345,27
15692,INV31955,2025-04-14 11:04:15,45,72.97,345,33
15693,INV31955,2025-04-14 11:04:15,45,72.97,489,7
15694,INV31955,2025-04-14 11:04:15,45,72.97,489,13
15695,INV31955,2025-04-14 11:04:15,45,72.97,489,27
15696,INV31955,2025-04-14 11:04:15,45,72.97,489,33
15697,INV31955,2025-04-14 11:04:15,45,72.97,565,7
15698,INV31955,2025-04-14 11:04:15,45,72.97,565,13
15699,INV31955,2025-04-14 11:04:15,45,72.97,565,27
15700,INV31955,2025-04-14 11:04:15,45,72.97,565,33
15701,INV31955,2025-04-14 11:04:15,45,72.97,693,7
15702,INV31955,2025-04-14 11:04:15,45,72.97,693,13
15703,INV31955,2025-04-14 11:04:15,45,72.97,693,27
15704,INV31955,2025-04-14 11:04:15,45,72.97,693,33
15705,INV31955,2025-04-14 11:04:15,45,72.97,723,7
15706,INV31955,2025-04-14 11:04:15,45,72.97,723,13
15707,INV31955,2025-04-14 11:04:15,45,72.97,723,27
15708,INV31955,2025-04-14 11:04:15,45,72.97,723,33
15709,INV18050,2025-03-26 06:09:21,31,57.71,20,5
15710,INV18050,2025-03-26 06:09:21,31,57.71,20,25
15711,INV18050,2025-03-26 06:09:21,31,57.71,60,5
15712,INV18050,2025-03-26 06:09:21,31,57.71,60,25
15713,INV18050,2025-03-26 06:09:21,31,57.71,149,5
15714,INV18050,2025-03-26 06:09:21,31,57.71,149,25
15715,INV18050,2025-03-26 06:09:21,31,57.71,240,5
15716,INV18050,2025-03-26 06:09:21,31,57.71,240,25
15717,INV18050,2025-03-26 06:09:21,31,57.71,281,5
15718,INV18050,2025-03-26 06:09:21,31,57.71,281,25
15719,INV18050,2025-03-26 06:09:21,31,57.71,398,5
15720,INV18050,2025-03-26 06:09:21,31,57.71,398,25
15721,INV18050,2025-03-26 06:09:21,31,57.71,438,5
15722,INV18050,2025-03-26 06:09:21,31,57.71,438,25
15723,INV18050,2025-03-26 06:09:21,31,57.71,527,5
15724,INV18050,2025-03-26 06:09:21,31,57.71,527,25
15725,INV18050,2025-03-26 06:09:21,31,57.71,618,5
15726,INV18050,2025-03-26 06:09:21,31,57.71,618,25
15727,INV18050,2025-03-26 06:09:21,31,57.71,659,5
15728,INV18050,2025-03-26 06:09:21,31,57.71,659,25
15729,INV91830,2024-12-20 03:00:14,19,13.56,153,7
15730,INV91830,2024-12-20 03:00:14,19,13.56,153,13
15731,INV91830,2024-12-20 03:00:14,19,13.56,153,27
15732,INV91830,2024-12-20 03:00:14,19,13.56,153,33
15733,INV91830,2024-12-20 03:00:14,19,13.56,207,7
15734,INV91830,2024-12-20 03:00:14,19,13.56,207,13
15735,INV91830,2024-12-20 03:00:14,19,13.56,207,27
15736,INV91830,2024-12-20 03:00:14,19,13.56,207,33
15737,INV91830,2024-12-20 03:00:14,19,13.56,290,7
15738,INV91830,2024-12-20 03:00:14,19,13.56,290,13
15739,INV91830,2024-12-20 03:00:14,19,13.56,290,27
15740,INV91830,2024-12-20 03:00:14,19,13.56,290,33
15741,INV91830,2024-12-20 03:00:14,19,13.56,531,7
15742,INV91830,2024-12-20 03:00:14,19,13.56,531,13
15743,INV91830,2024-12-20 03:00:14,19,13.56,531,27
15744,INV91830,2024-12-20 03:00:14,19,13.56,531,33
15745,INV91830,2024-12-20 03:00:14,19,13.56,585,7
15746,INV91830,2024-12-20 03:00:14,19,13.56,585,13
15747,INV91830,2024-12-20 03:00:14,19,13.56,585,27
15748,INV91830,2024-12-20 03:00:14,19,13.56,585,33
15749,INV91830,2024-12-20 03:00:14,19,13.56,668,7
15750,INV91830,2024-12-20 03:00:14,19,13.56,668,13
15751,INV91830,2024-12-20 03:00:14,19,13.56,668,27
15752,INV91830,2024-12-20 03:00:14,19,13.56,668,33
15753,INV40958,2025-02-02 01:12:17,12,34.94,64,9
15754,INV40958,2025-02-02 01:12:17,12,34.94,64,14
15755,INV40958,2025-02-02 01:12:17,12,34.94,64,29
15756,INV40958,2025-02-02 01:12:17,12,34.94,64,34
15757,INV40958,2025-02-02 01:12:17,12,34.94,81,9
15758,INV40958,2025-02-02 01:12:17,12,34.94,81,14
15759,INV40958,2025-02-02 01:12:17,12,34.94,81,29
15760,INV40958,2025-02-02 01:12:17,12,34.94,81,34
15761,INV40958,2025-02-02 01:12:17,12,34.94,174,9
15762,INV40958,2025-02-02 01:12:17,12,34.94,174,14
15763,INV40958,2025-02-02 01:12:17,12,34.94,174,29
15764,INV40958,2025-02-02 01:12:17,12,34.94,174,34
15765,INV40958,2025-02-02 01:12:17,12,34.94,186,9
